name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,action_text
Activision Blizzard,United States,Communication Services,C,C,suspended,yes,suspend new sales of and in our games in Russia
Adidas,Germany,Consumer Discretionary,C,B,other,yes,Continued imports
Adobe,United States,Information Technology,C,C,suspended,yes,suspend all new sales in Russia and Belarus; current services continue
AkzoNobel,Netherlands,Materials,C,C,suspended,yes,suspend new investments in Russia; end Aerospace work
Allianz,Germany,Financials,C,C,other,yes,meaningfully reduce exposure to Russia
Alphabet,United States,Communication Services,C,C,sold,yes,withdraw all operations in Moscow; stop taking new customers; stop ads
Amadeus IT Group,Spain,Information Technology,C,C,suspended,yes,suspend partnership with Aeroflot
Amgen,United States,Health Care,C,C,suspended,yes,suspend all non-essential business activities; keep delivering some medicines
ArcelorMittal,Luxembourg,Materials,C,A,other,yes,Resumed steel supplies to Russia
Atlas Copco,Sweden,Industrials,C,B,suspended,yes,suspend deliveries in Russia
Authentic Brands Group - Reebok,United States,Consumer Discretionary,C,B,other,yes,Continued imports
BNY Mellon,United States,Financials,C,C,suspended,yes,suspend new business activity and investments; continue cooperation with current clients
Bank of Cyprus,Cyprus,Financials,C,C,other,yes,maintain loan book; observe banking sanctions
Beiersdorf,Germany,Consumer Staples,C,C,suspended,yes,maintain skin and bodycare products; stop other products
Bekaert,Belgium,Industrials,C,C,other,yes,scale back business in Russia
Black Red White,Poland,Consumer Discretionary,C,C,sold,yes,"divesting from Russian subsidiary, still has a significant stake in a company operating in Belarus, which also suspended Russian exports"
Boehringer Ingelheim,Germany,Health Care,C,C,other,yes,scale back to just supplying medicine
Bonduelle,France,Consumer Staples,C,F,other,yes,Scaled back operation in Russia
Boston Scientific,United States,Health Care,C,C,suspended,yes,suspend all new investment and non-essential activity
Brenntag,Germany,Materials,C,C,suspended,yes,suspend exports to Russia; no information about local operations
Bucher Industries,Switzerland,Industrials,C,C,other,yes,"not specified business activities in Russia were reduced ""substantially"""
Bureau Veritas,France,Industrials,C,C,other,yes,scaled back
Burger King (Restaurant Brands),United States,Consumer Staples,C,B,suspended,yes,halt corporate support for franchises but retain ownership stake
CHR Hansen,Denmark,Materials,C,C,suspended,yes,suspend operations outside of staple food products
Carl Zeiss,Germany,Health Care,C,C,other,yes,Reduced business
Carrier,United States,Industrials,C,C,other,yes,not pursue new business opportunities but continue fulfilling existing contracts
Caterpillar,United States,Industrials,C,C,sold,yes,"supposedly exit Russia, yet Caterpillar equipment still sold into Russia"
Cersanit,Poland,Consumer Discretionary,C,A,sold,yes,"Put up its Russian business for sale, but no update on progress"
Citadele Bank,Latvia,Financials,C,,other,no,still allows transactions to Russia but introduced more thorough checks
Coca-Cola,United States,Consumer Staples,C,C,suspended,yes,suspend certain operations in Russia but continue to operate some chains (Costa Coffee)
Coinbase,United States,Financials,C,C,other,yes,block certain illicit Russian accounts but not all
Coloplast,Denmark,Health Care,C,,other,no,Commercial activity in Russia has been reduced and the organisation downsized
Confor Step,Portugal,Consumer Discretionary,C,C,suspended,yes,Stopped producing or shipping to Russia
Continental,Germany,Consumer Discretionary,C,C,suspended,yes,resumed local production after having previously suspended Russian factory
Corning,United States,Information Technology,C,C,suspended,yes,suspend almost all sales in Russia except minor life-saving products
Credit Suisse,Switzerland,Financials,C,C,suspended,yes,stop new business in Russia while meaningfully cutting exposure by 56%
DB Schenker,Germany,Industrials,C,C,suspended,yes,suspend direct shipments to Russia; continue Europe to Kazakhstan and Russia to Kazakhstan routes
Deere,United States,Industrials,C,C,suspended,yes,suspend shipments into Russia only
Dentons,Switzerland,Industrials,C,A,other,yes,Still working with separate entity
Discord,United States,Communication Services,C,C,suspended,yes,suspend renewal of paid and premium products and services for Russian clients; free services still available
Dover Corporation,United States,Industrials,C,C,other,yes,ramping down sales activity and focusing on liquidating working capital
Dow,United States,Materials,C,C,suspended,yes,Suspended all purchases of feedstocks and energy and significantly reduced operations
Duolingo,United States,Information Technology,C,C,suspended,yes,make services free and stop gaining revenue
E.ON,Germany,Utilities,C,C,suspended,yes,stop buying new Russian gas
ESAB,Sweden,Industrials,C,A,other,yes,Transition out of operations in Russia
Eaton,United States,Industrials,C,C,suspended,yes,stop shipments to Russia; maintains services
Eimskip,Iceland,Industrials,C,C,other,yes,reduced operation in Russia
Elanco,United States,Health Care,C,C,other,yes,scale back to critical products to ensure food security
Epic Games,United States,Consumer Discretionary,C,C,suspended,yes,stop in-game commerce for Russia
Eutelsat,France,Communication Services,C,F,other,yes,Ended involvement in the broadcast of three channels
FIGMA,United States,Information Technology,C,C,suspended,yes,continue current business &amp; stop all new sales efforts in Russia
Ferrero,Italy,Consumer Staples,C,C,suspended,yes,suspend non-essential business activity
Fieldfisher,United Kingdom,Industrials,C,C,other,yes,terminate certain Russian relationships
Fischer Sports,Austria,Consumer Discretionary,C,F,suspended,yes,Sales activities in Russia have been severely restricted and all investments stopped.
Fortive,United States,Industrials,C,C,suspended,yes,suspend most operations except medical essentials
GEA Group,Germany,Industrials,C,C,suspended,yes,suspend new investments
General Electric (GE),United States,Industrials,C,,suspended,no,Stopped sales in Russia and Belarus except medical equipment and support for electric power generation and transmission
General Mills,United States,Consumer Staples,C,C,suspended,yes,suspended sales of global brands in its JV
Geodis,France,Industrials,C,C,suspended,yes,suspend services in Russia &amp; reduce shipments to and from Russia significantly
Glencore,Switzerland,Materials,C,D,suspended,yes,Suspend only new contracts f commodities of Russian origin
Goldman Sachs,United States,Financials,C,C,sold,yes,wind down business in Russia but buy Russian debt
Groupe BPCE,France,Financials,C,C,suspended,yes,suspend many transactions and cease new financing
Gunvor Group,Switzerland,Energy,C,,other,no,Remain a significant buyer of refined oil from Russia more than a year after pledging to drastically reduce their business
HILTI,Liechtenstein,Industrials,C,C,other,yes,limiting sales and workforce in Russia
Hellenic Bottling Company,Greece,Consumer Staples,C,C,suspended,yes,vaguely suspend some operations in Russia
Hines,United States,Industrials,C,D,sold,yes,Suspend new investments in Russia and sold some real estate assests
Hostinger,Lithuania,Information Technology,C,C,suspended,yes,stop accepting payments for new purchases and renewals
IPG Photonics,United States,Information Technology,C,C,suspended,yes,suspend new investments and reduce manufacturing in Russia
Idemitsu Kosan,Japan,Energy,C,C,suspended,yes,stop coal imports; lubricants business unchanged
Indesit,Italy,Consumer Discretionary,C,C,suspended,yes,"suspend production due to ""full warehouses"""
Ingersoll Rand,United States,Industrials,C,C,other,yes,scale back to only health critical services
Ingka,Netherlands,Consumer Discretionary,C,C,other,yes,Closed Mega shopping centers. Ended business in Russia
"Inspire Brands (Dunkin' Donuts, Baskin Robins)",United States,Consumer Discretionary,C,C,suspended,yes,halt corporate support for franchisees
Intertrust,Netherlands,Financials,C,,other,no,Not accepting new Russian clients &amp; started process of exiting all Russian Clients
Iskratel,Slovenia,Communication Services,C,C,suspended,yes,paused some business with Russia
J&amp;T Finance Group,Slovakia,Financials,C,,other,no,curb its activities in Russia
JPMorgan,United States,Financials,C,C,sold,yes,wind down business in Russia but buy Russian debt
Julius Baer,Switzerland,Financials,C,C,sold,yes,"wind down Russian office, suspend new business in Russia, reduce current exposure; retain current Russian clients"
Kellogg,United States,Consumer Staples,C,C,suspended,yes,suspend new investments except essentials (minor)
Keywords Studios,Ireland,Consumer Discretionary,C,,other,no,Cut back business in Russia and relocated staff
Knight Frank,United Kingdom,Real Estate,C,B,other,yes,scaling back substantive operations in Russia
Kotak Mahindra,India,Financials,C,C,suspended,yes,Paused transaction through cards in Russia
Kuehne + Nagel AG,Switzerland,Industrials,C,C,suspended,yes,"suspend all shipments to Russia (except Pharma, healthcare and humanitarian supplies)"
Legal &amp; General,United Kingdom,Financials,C,,other,no,reduce exposure
Linde,Germany,Materials,C,C,sold,yes,divest certain industrial assets and suspend new development/investments
Lotos,Poland,Energy,C,C,suspended,yes,stopped purchasing Russian spot oil
Loyalty Ventures,United States,Consumer Discretionary,C,C,suspended,yes,scale back most services and stop new sales
Luxottica,Italy,Consumer Discretionary,C,C,other,yes,restrict Russian operations to medical services
MOL Group | MOL Plc.,Hungary,Energy,C,,suspended,no,Suspended activities in Russia
Mahle,Germany,Industrials,C,C,suspended,yes,halt new business &amp; scale back shipments to Russia significantly
Maruti Suzuki,Japan,Consumer Discretionary,C,C,suspended,yes,Suspend car exports
Mashreqbank,United Arab Emirates,Financials,C,C,suspended,yes,halt loans to Russia
Miele,Germany,Consumer Discretionary,C,C,suspended,yes,suspend operations except exempt healthcare
Milliken &amp; Co,United States,Materials,C,,other,no,still operating in Russia
Miro,Netherlands,Information Technology,C,C,suspended,yes,close office in Moscow &amp; pause new sales
Mitsubishi UFJ Financial Group,Japan,Financials,C,C,other,yes,Japanese expats working for MUFG Bank (Eurasia) have moved out of Russia to work outside of the country on a temporary basis
Moody's,United States,Financials,C,C,suspended,yes,suspend commercial operations within Russia
Nalco Water (Ecolab),United States,Industrials,C,C,suspended,yes,suspended services except services critical to health
Natura,United States,Consumer Staples,C,C,suspended,yes,suspend some subsidiary operations but not all
NielsenIQ,United States,Industrials,C,C,suspended,yes,suspend consulting service but not core business
Norsk Hydro,Norway,Materials,C,C,other,yes,"reduced deliveries and supplies to the contractual minimum for some commitments, and is suspending deliveries and supply in several contracts"
OTP Bank,Hungary,Financials,C,C,sold,yes,wind down corporate lending
Okta,United States,Information Technology,C,C,suspended,yes,halt new sales to Russia but continue supporting current customers
Oriflame Cosmetics,Switzerland,Consumer Staples,C,C,suspended,yes,suspend online sales to end consumers but not others
PKN Orlen SA,Poland,Energy,C,C,suspended,yes,"stopped maritime oil shipments, diversifying supply"
PPG,United States,Materials,C,C,suspended,yes,scale back majority of operations and suspend new investments in Russia
Paccar,United States,Industrials,C,C,suspended,yes,stop direct sales in Russia but continue selling through third-parties
Paul Wurth,Luxembourg,Industrials,C,C,suspended,yes,"stopped new business, closed sites, and scaled back services"
PepsiCo,United States,Consumer Staples,C,,suspended,no,suspend operations in Russia except essentials
Phibro Animal Health Corp,United States,Health Care,C,C,other,yes,curtail some operations (i.e. ethanol) and substantial sales hit
Pirelli,Italy,Consumer Discretionary,C,C,suspended,yes,suspend new investments in Russia and scale back production
Purmo Group,,,C,,sold,no,Signed aggreement to divest all Russian operations. Waiting to finalize.
Rosenbauer,Austria,Industrials,C,C,other,yes,no new business; continue servicing fire engine pumps in Russian JV
Royal DSM,Netherlands,Materials,C,C,suspended,yes,stopped all operations in Russia other than basic food/feed/essential health activities
SAP,Germany,Information Technology,C,C,suspended,yes,stop all sales to Russia and shut down cloud operations but some carveouts
SHV,Netherlands,Energy,C,C,suspended,yes,"suspend new investments, new projects, new exports; continue to work with  suppliers and customers in Russia"
Sabre,United States,Information Technology,C,C,suspended,yes,suspend certain partnerships with Aeroflot
Saint-Gobain,France,Industrials,C,C,suspended,yes,suspend exports and imports but not local operations
Salzgitter,Germany,Materials,C,,other,no,
Schaeffler,Germany,Industrials,C,C,suspended,yes,stop deliveries to Russia; continue manufacturing in Russia
Scopely,United States,Communication Services,C,C,suspended,yes,suspend marketing and commerce
Shell,United Kingdom,Energy,C,A,sold,yes,Committed to total withdrawal but backtracked with LNG
Shutterstock,United States,Communication Services,C,C,other,yes,not accept new contributors from Russia; continue current businesses &amp; still offer services to Russia
Signet Jewelers,United States,Consumer Discretionary,C,C,suspended,yes,suspend business interaction with Russian-owned entities; no information about other Russian customers
Sika,Switzerland,Industrials,C,C,suspended,yes,significantly scale back business in Russia; stop production; stop investments
Sinopec,China,Energy,C,C,suspended,yes,suspend $500MM new investment and significant operations and partnerships
Skadden,United States,Industrials,C,C,suspended,yes,suspend certain operations in Russia but not all
Skandinaviska Enskilda Banken,Sweden,Financials,C,C,other,yes,scaling down operations in Russia
Sketchers,United States,Consumer Discretionary,C,C,suspended,yes,suspended shipments to Russia but online sales continue
Skoda,Czech Republic,Consumer Discretionary,C,B,suspended,yes,Halted production and stopped exports. Dealers continue to sell cars.
TKH Security,Netherlands,Information Technology,C,,suspended,no,Suspend all new sales and services and relationships with suppliers
Tennant,United States,Industrials,C,C,other,yes,substantially suspending sales to Russia
ThyssenKrupp,Germany,Materials,C,C,suspended,yes,Stopped new business and investments. Closed plant
Tikkurila,Finland,Materials,C,C,sold,yes,reduce Russian operations; stop sales to aerospace; consider exiting Russia
Tokio Marine,Japan,Financials,C,C,suspended,yes,suspend new contracts and repatriate employees
Trafigura,Singapore,Energy,C,C,suspended,yes,freeze investments and stop purchasing crude oil from Rosneft; maintain shareholding in Russia
Triglav Group,Slovenia,Financials,C,C,other,yes,not renewing or entering into new business
Tungsram,Hungary,Utilities,C,C,suspended,yes,stopped producing products and projects
U.S. Polo Assn.,United States,Consumer Discretionary,C,C,suspended,yes,stopped all shipments of goods into Russia and shut down all branded digital operations but phased approach to closing physical stores
UBS,Switzerland,Financials,C,C,suspended,yes,suspend new business in Russia and reduce current exposure by helping clients unwind Russia securities; reducing Russian client services
Uniper SE,Germany,Utilities,C,C,sold,yes,suspend new Russian gas purchases/divest Unipro
Valentino,Italy,Consumer Discretionary,C,C,suspended,yes,suspend online sales; no information about on-site sales
Vitol,Switzerland,Energy,C,A,other,yes,Remain a significant buyer of refined oil from Russia more than a year after pledging to drastically reduce their business
Westinghouse Air Brake Technologies Corp,United States,Industrials,C,C,suspended,yes,stopped sales to Russia
Whirlpool,United States,Consumer Discretionary,C,C,other,yes,limiting production in Russia
Wilo,Germany,Industrials,C,C,suspended,yes,Stop shipments to and from Russia; no comment about production in Russia
Wolters Kluwer,Netherlands,Financials,C,C,other,yes,Scale back to just health products in Russia
Yum Brands,United States,Consumer Discretionary,C,C,suspended,yes,Suspend operations of company-owned restaurants and new investments in Russia
Zoetis,United States,Health Care,C,C,suspended,yes,suspend investments &amp; focus on supply of medicines and vaccines
nVent,United Kingdom,Industrials,C,,suspended,no,Suspended new business in Russia
Aalberts,Netherlands,Industrials,D,D,other,yes,"continue operations on an unspecified ""lower"" level &amp; postpone investments"
Abbott Laboratories,United States,Health Care,D,D,suspended,yes,suspend non-essential business activity
Abbvie,United States,Health Care,D,D,suspended,yes,"suspend aesthetics operations, pause new clinical trials"
Accor,France,Consumer Discretionary,D,D,suspended,yes,suspend new investments/development
Accumalux,Luxembourg,Consumer Discretionary,D,D,other,yes,"still operating plant in Togliatti, Russia"
Airbus,Netherlands,Industrials,D,D,suspended,yes,"suspend supply of parts and deliveries/servicing, t but continue substantial titanium purchases from Russia"
Akrapovič,Slovenia,Consumer Discretionary,D,D,other,yes,still operating in Russia
Alcon,Switzerland,Health Care,D,D,suspended,yes,suspend new investments and new clinical trial enrollment in Russia
AmerisourceBergen,United States,Health Care,D,D,other,yes,"cease new business initiatives but continue existing clinical trials, and distributing health products"
Andbank,Andorra,Financials,D,D,other,yes,investigate if Russian customers are subject to European sanction
Andritz,Austria,Industrials,D,D,suspended,yes,suspend unspecified new business in Russia for time being
Anecoop,Spain,Consumer Staples,D,D,other,yes,diverting sales away from Russia
Archer Daniels Midland (ADM),United States,Consumer Staples,D,D,other,yes,unspecified scaling down of non-essential operations
AstraZeneca,United Kingdom,Health Care,D,D,suspended,yes,halt new investments/new clinical trials
Aurubis AG,Germany,Industrials,D,D,other,yes,monitor situation and review structures of Russian business partners
BT Group,United Kingdom,Communication Services,D,,other,no,
Bacardi,Bermuda,Consumer Staples,D,C,other,yes,Backtracked on statement and have continued imports
Bang &amp; Bonsomer,Finland,Materials,D,,suspended,no,suspend new investments but still operating in Russia
Barilla,Italy,Consumer Staples,D,D,other,yes,all new investments and advertising activities on hold; limit Russia production to pasta and bread
Barry Callebaut,Switzerland,Consumer Staples,D,D,suspended,yes,suspend capital investment
Bayer,Germany,Health Care,D,D,other,yes,stopping unspecified non-essential business activity
Binance,China,Financials,D,D,other,yes,"restrict Russian accounts with over €10,000"
BlaBlaCar,France,Information Technology,D,D,suspended,yes,Stopped new investment but stays in Russia
Boiron,France,Health Care,D,D,suspended,yes,suspend new investments &amp; stop clinical trials
Bosch,Germany,Industrials,D,C,suspended,yes,Suspend some shipments and plants but not all. Looking for buyer
CANPACK,Poland,Materials,D,D,suspended,yes,Stopped new investments
"CAPRI Holdings (Versace, Michael Kors, Jimmy Cho)",United States,Consumer Discretionary,D,D,other,yes,online orders unavailable but still advertising; no information about on-site sales
Calfrac Well Services,Canada,Energy,D,D,other,yes,suspension of new investments in Russia
Campari,Italy,Consumer Staples,D,D,suspended,yes,continue sales in Russia but suspend new investments
Cargill,United States,Consumer Staples,D,D,other,yes,unspecified scaling down of non-essential operations
Carmim,Portugal,Consumer Staples,D,D,suspended,yes,suspend some orders in backlog
Carter's | Oshkosh,United States,Industrials,D,C,suspended,yes,Stop all shipments of merchandise to Russia
Colgate-Palmolive,United States,Consumer Staples,D,D,other,yes,continue essential health and hygiene products
Convatec,United Kingdom,Health Care,D,,other,no,discontinuation of associated Russia activities.
Corticeira Amorim,Portugal,Materials,D,D,suspended,yes,commerical activity suspended
Crèdit Andorrà,Andorra,Financials,D,D,other,yes,Investigate if Russian customers are subject to European sanctions
DMK Group,Germany,Consumer Staples,D,D,suspended,yes,suspend new investments/advertising but continue sales and plant operations in Russia
Deceuninck,Belgium,Industrials,D,D,suspended,yes,stop investments &amp; cut links with other establishments
Delonghi,Italy,Consumer Discretionary,D,D,suspended,yes,paused new shipments and  investments
Dr. Theiss,Germany,Health Care,D,D,suspended,yes,suspend advertisement
ESL,Germany,NGO,D,D,other,yes,ban people with ties to Russian government
Ebara,Japan,Industrials,D,,other,no,Seeking optimal procurement
Ecco,Denmark,Consumer Discretionary,D,D,suspended,yes,suspend new investments still operating in Russia
Eesti Gaas,Estonia,Energy,D,D,other,yes,continues to import Russian gas but is looking for alternatives
Ehrmann,Germany,Consumer Staples,D,D,suspended,yes,continue sales in Russia but suspend new investments
Ekosem Agrar AG,Germany,Consumer Staples,D,D,other,yes,restructuring finances
Eli Lilly,United States,Health Care,D,D,suspended,yes,suspend new investments and clinical trials
Engie,France,Utilities,D,D,other,yes,no new investments
FIDE,Switzerland,NGO,D,B,suspended,yes,Allowing Russian play after suspend Russian &amp; Belarussian teams from participation in tournaments
FM Global,United States,Financials,D,D,suspended,yes,stopped renewing and underwriting new reinsurance
Focus Brands - Cinnabon,United States,Industrials,D,D,other,yes,no new investments and expansion plans on hold
Forever Living Products,United States,Consumer Discretionary,D,F,suspended,yes,"Suspended online sales but continues to pay earned bonuses to russians and other ""friendly countries"""
Freelancer,Australia,Information Technology,D,D,other,yes,Still operating in Russia; sanctioned payment methods disabled
Freudenberg Group,Germany,Industrials,D,D,other,yes,cease trading operations with Russia &amp; Belarus; running plants in Russia
GROUPE LIMAGRAIN/JACQUET-BROSSARD,France,Industrials,D,D,other,yes,continues flows to Russian and Ukrainian producers but suspends its project to build a seed factory in Russia
Gedeon Richter,Hungary,Health Care,D,F,other,yes,still operating in Russia
Geox,Italy,Consumer Discretionary,D,D,suspended,yes,suspend new investments
Gilead Sciences,United States,Health Care,D,,suspended,no,Stopped some business operations
Giorgio Armani,Italy,Consumer Discretionary,D,D,suspended,yes,Suspended investments
GlaxoSmithKline,United Kingdom,Health Care,D,D,suspended,yes,stopped advertising/new clinical trials in Russia
Greif,United States,Materials,D,D,other,yes,Canceled future investments in Russia
Grohe,Germany,Consumer Discretionary,D,A,suspended,yes,Suspended Shipments
Groupe Seb,France,Consumer Discretionary,D,D,suspended,yes,"suspend new investments and ""sharply"" reduce activities in Russia"
Gruma,Mexico,Consumer Staples,D,D,suspended,yes,halt new investments in Russia
HERZ,Austria,Consumer Discretionary,D,D,other,yes,no new business in Russia
HSBC,United Kingdom,Financials,D,D,other,yes,curtail Russian access to capital markets and limit new business
HeidelbergCement,Germany,Materials,D,D,suspended,yes,suspend all further investments
Hellenic Bank,Cyprus,Financials,D,D,other,yes,maintain rep offices in Russia; observe all banking sanctions
Hellenic Petroleum,Greece,Energy,D,D,other,yes,seeks new oil supplier to replace Russian oil
HiPP,Switzerland,Consumer Staples,D,D,suspended,yes,suspend investments in Russia but continue substantive operations
Hilton,United States,Consumer Discretionary,D,D,suspended,yes,suspend new investments/close corporate office
Hochland,Germany,Consumer Staples,D,D,suspended,yes,suspend investments but continues sales and plant operations in Russia
Huawei,China,Information Technology,D,D,suspended,yes,suspend new orders and furlough some staff
Hyatt,United States,Consumer Discretionary,D,D,suspended,yes,suspend investments and new developments
IFF,United States,Consumer Discretionary,D,,suspended,no,Suspended some production and supply of ingredients for products
ING Bank,Netherlands,Financials,D,D,other,yes,Reached aggreement to sell Russian business. Deal expected to close in Q3 2024
Infosys,India,Information Technology,D,A,other,yes,Paying two subcontractors in Moscow
Ingram Micro,United States,Information Technology,D,D,other,yes,no new business in Russia
Intermedia,United States,Communication Services,D,D,other,yes,move some employees out of Russia and ambiguous reduction of risk exposure to Russia
International Baccalaureate Organization,Netherlands,NGO,D,F,other,yes,still offers professional development services to Russian teachers
Intesa Sanpaolo,Italy,Financials,D,D,suspended,yes,suspend new investments and curtail new financing
Ipsen,France,Health Care,D,,suspended,no,Suspended some promotional activities and no new client trials in Russia
Itochu,Japan,Consumer Staples,D,F,suspended,yes,Ceased new projects and reduced investments
J. Neves &amp; Fihos (JNF),Portugal,Industrials,D,,suspended,no,paused distribution
JDE Peet's,Netherlands,Consumer Staples,D,F,other,yes,largely still operating in Russia
Japan Tobacco,Japan,Consumer Staples,D,D,suspended,yes,stopped new investments and marketing activities in Russia
Johnson &amp; Johnson,United States,Health Care,D,,suspended,no,pause patient enrollment in ongoing trials
KCA Deutag,United Kingdom,Energy,D,D,suspended,yes,suspend investments
KDDI Corp,Japan,Communication Services,D,D,other,yes,continue operations with local staff
Kemin,United States,Health Care,D,F,other,yes,still operating in Russia; declined to commend
Kimberly-Clark,United States,Consumer Staples,D,D,suspended,yes,suspend new investments in Russia
Knauf,Germany,Materials,D,D,suspended,yes,still operating across 14 sites in Russia but suspend new investments
Kraft Heinz - JBS,United States,Consumer Staples,D,D,suspended,yes,stopped new investments and exports/imports from Russia
Kubíček VHS,Czech Republic,Industrials,D,D,suspended,yes,stop cooperation
Laboratoire Servier,France,Health Care,D,D,other,yes,suspending new investments but still operating in Russia
Lenovo,Hong Kong,Information Technology,D,D,suspended,yes,reported to suspend operations in Russia
Loulis Mills,Greece,Consumer Staples,D,D,other,yes,search for alternative suppliers
Maire Tecnimonet,Italy,Industrials,D,D,suspended,yes,suspended commercial activities; managing existing backlog
Manitowoc,United States,Industrials,D,D,suspended,yes,"stopped taking new orders, still maintaining office in Russia"
Marel,Iceland,Consumer Staples,D,D,suspended,yes,paused new projects
Mars,United States,Consumer Staples,D,C,other,yes,Factories and sales operating in Russia
Marubeni,Japan,Industrials,D,C,other,yes,scaling down but still in numerous projects across Russia
Mavenir,United States,Information Technology,D,D,other,yes,continue operating in Russia but very limited curtailment of some activities
Medtronic,United States,Health Care,D,D,other,yes,Limited some activities
Melamin,Slovenia,Materials,D,D,other,yes,making up for shortfall from sanctions
Menarini Group,Italy,Health Care,D,D,suspended,yes,stop advertisement and new investments; continue operating plant in Russia
Merck Group,United States,Health Care,D,,other,no,no further investments/clinical trial enrollment
Merck KGaA,Germany,Health Care,D,,other,no,still operating and actively hiring in Russia; restrict transactions
Metro,Germany,Consumer Staples,D,D,suspended,yes,stop all growth investments and reduce advertisements
Mocapor,Portugal,Industrials,D,D,suspended,yes,paused exports
Mohawk Industries,United States,Consumer Discretionary,D,D,suspended,yes,suspend new investments in Russia
Mondelez - Nabisco,United States,Consumer Staples,D,D,other,yes,Scaling back unspecified non-essential activities in Russia
NTPC,India,Utilities,D,D,other,yes,Difficulty in transacting with Russian counterparties due to SWIFT issues etc
National Oilwell Varco,United States,Energy,D,D,suspended,yes,suspend all new investments in Russia
Nature's Sunshine,United States,Consumer Staples,D,D,suspended,yes,suspend shipments into Russia but not sales
Naust Marine,Iceland,Industrials,D,D,suspended,yes,stopped projects in Russia
Nestle,Switzerland,Consumer Staples,D,D,suspended,yes,"halted non-essential imports/exports to Russia, stopped all advertising, and suspended all capital investment"
Nippon Steel,Japan,Materials,D,D,other,yes,searching to replace Russian supplies
Nor-Maali,Finland,Industrials,D,D,suspended,yes,stop further investments
Novartis,Switzerland,Health Care,D,D,suspended,yes,"pause all new capital investments, media advertising and other promotions; pause new clinical trials and enrollment of new patients"
Novo Nordisk,Denmark,Health Care,D,D,suspended,yes,suspend further marketing and clinical investment; pause new clinical trials and active enrollment
OMV,Austria,Energy,D,D,other,yes,no new Russian investments; doing strategic review of current Russian gas investments
Palfinger,Austria,Industrials,D,D,other,yes,reduced production
Pfizer,United States,Health Care,D,D,suspended,yes,stopped new investments/clinical trials in Russia
Philip Morris,United States,Consumer Staples,D,C,suspended,yes,"explore strategic alternatives, while stop new investments including $150MM, paused marketing, canceled product launches"
Philips,Netherlands,Consumer Discretionary,D,F,suspended,yes,online sales still available in Russia but suspend new marketing
Polpharma,Poland,Health Care,D,D,suspended,yes,stop all new investments and limit deliveries to essential drugs only
Pottinger,Austria,Industrials,D,D,other,yes,limited deliveries to Russia sales subsidiary
Procter &amp; Gamble (P&amp;G),United States,Consumer Staples,D,,other,no,"Still operating, despite statement"
RHI Magnesita,Austria,Industrials,D,D,other,yes,selling down existing stocks in Russia
Radisson Hotels,,,D,,suspended,no,Suspended new partnerships and new investments in Russia. Still operate 38 hotel
Reckitt Benckiser Group,United Kingdom,Consumer Staples,D,A,other,yes,"Freeze capital investments, advertising, sponsorships and promotions in Russia. Began process of aimed at transferring Russian business"
Red Bull,Austria,Consumer Staples,D,D,suspended,yes,suspend new investments
Remondis,Germany,Industrials,D,D,other,yes,still operating in Russia; not disclosed publicly
Ritter Sport,Germany,Consumer Staples,D,D,suspended,yes,halt new investments and advertising
Roche,Switzerland,Health Care,D,D,suspended,yes,pause new site activation and patient enrollment; continue operating
Rockwool,Denmark,Industrials,D,D,other,yes,cancel new investments in Russia
SC Johnson,United States,Consumer Staples,D,D,suspended,yes,stopped new investments and scaled back unspecified operations
SCHOTT,Germany,Materials,D,D,suspended,yes,suspend investments in Russia
SGS,Switzerland,Industrials,D,D,suspended,yes,Suspended business development and investment activities
SLB | Schlumberger,United States,Energy,D,,suspended,no,stopped new investment and technology deployment to our Russia operations
SWISS KRONO,Switzerland,Industrials,D,F,suspended,yes,Aborted Russian project and halted investments
Saipem,Italy,Industrials,D,D,suspended,yes,halt new investments
Sanofi,France,Health Care,D,D,other,yes,"halting advertising and promotional spending and new recruitment of patients clinical trials, continue medical supply and treating current patients"
Sarens,Belgium,Industrials,D,D,other,yes,new projects cancelled
Schmitz Cargobull,Germany,Industrials,D,,suspended,no,Stopped all investments
Signify,Netherlands,Consumer Discretionary,D,D,suspended,yes,suspend only exports to Russia and investments and new business
Smith &amp; Nephew PLC,United Kingdom,Health Care,D,,suspended,no,Stopped new investments
Snap,United States,Communication Services,D,D,suspended,yes,halt advertisement
Soudal,Belgium,Materials,D,D,other,yes,cancel investments in a brand new factory in Russia; but maintain other activities
Standard Chartered,United Kingdom,Financials,D,,other,no,Restricts Russian transactions
Subway,United States,Consumer Staples,D,D,suspended,yes,suspend new investments/advertising
Sumitomo Mitsui Financial,Japan,Financials,D,D,other,yes,continue operations with local staff
Syneos Health,United States,Health Care,D,,other,no,Patient recruitment on hold and no new clinical trial in Russia
TMF Group,Netherlands,Industrials,D,D,suspended,yes,suspend new contracts; continue supporting current customers
TOM Tailor,Germany,Consumer Discretionary,D,D,suspended,yes,no official statement; online sales suspended but advertising continues
TZMO,Poland,Consumer Staples,D,D,suspended,yes,stopped new investments
Takeda,Japan,Health Care,D,,suspended,no,"Suspended new investments, advertising and promotion &amp; no new clinical trials and stopped enrollment of new Russian patients in ongoing clinical trials."
Toshiba Group,Japan,Information Technology,D,D,suspended,yes,stop all new investments in Russia
Toshulin,Czech Republic,Industrials,D,D,suspended,yes,Stopped cooperation
